Unique_ID,Country,Year,Date,Time,Location,Acc_Type,Colli_Type,Acc_Detail,CauseDetai,Assistance,Offence,Damage,HumanEleme,IceCondit,CrewIceTra,Pollution,Pollu_m3,Pollu_t,Pollu_Type,RespAction,Cargo_Type,Ship1_Name,Sh1_Categ,Sh1_Type,Sh1_Hull,Sh1Size_gt,Sh1Sizedwt,Sh1Draug_m,Cause_Sh1,Pilot_Sh1,Ship2_Name,Sh2_Categ,Sh2_Type,Sh2_Hull,Sh2Size_gt,Sh2Sizedwt,Sh2Draug_m,Cause_Sh2,Pilot_Sh2,Add_Info,Latitude,Longitude,source
2008_0017,Denmark,2008.0,2008-05-17,1:02:00 AM,,Grounding,,serious accident,,,,,,No,,No,0.0,,,,Ballast,"MCL TRADER, IMO 8814354, Russia",Cargo,General cargo,,3466,,< 7m,Human factor,No,,,,,,,,,,,55.1167,14.6833,HELCOM reporting
2008_0018,Denmark,2008.0,2008-05-28,4:35:00 PM,,Grounding,,,,,,,,n.i.,,No,0.0,,,,,"PALLAS OCEAN, IMO 8515283, Barbados",Cargo,General cargo,Single hull,1999,,< 7m,n.i.,n.i.,,,,,,,,,,,55.1833,11.6667,HELCOM reporting
2008_0019,Denmark,2008.0,2008-06-07,1:15:00 PM,,Grounding,,minor accident,,,,,,n.i.,,No,0.0,,,,,"TORN KRISTINE, IMO 7432317, Bahamas",Cargo,"Bulk carrier, general cargo",Single hull,1854,,< 7m,Human factor,n.i.,,,,,,,,,,,54.7833,11.8333,HELCOM reporting
2008_0020,Denmark,2008.0,2008-06-13,2:09:00 PM,,Grounding,,minor accident,,,,,,n.i.,,No,0.0,,,,,"VESBORG, IMO 9107370, Denmark",Passenger,Ro-Ro passenger ship,Single hull,2208,,< 7m,Human factor,No,,,,,,,,,,,55.9167,10.3167,HELCOM reporting
2008_0021,Denmark,2008.0,2008-07-02,1:12:00 AM,,Grounding,,minor accident,,,,,,n.i.,,No,0.0,,,,,"ROSETHORN, IMO 8028307, St. Vincent",Cargo,General Cargo,Double hull,1213,,< 7m,Human factor,No,,,,,,,,,,,55.6833,12.7,HELCOM reporting
2008_0022,Denmark,2008.0,2008-07-02,9:30:00 AM,,Grounding,,minor accident,,,,,,n.i.,,No,0.0,,,,,"DRAWA, IMO 7813999, Poland",Cargo,"Coaster, general cargo",Single hull,1575,,< 7m,Human factor,No,,,,,,,,,,,55.0883,9.9,HELCOM reporting
2008_0023,Denmark,2008.0,2008-10-05,9:30:00 AM,,Grounding,,minor accident,,,,,,n.i.,,No,0.0,,,,,"VESBORG, IMO 9107370, Denmark",Passenger,Ferry,Single hull,2208,,< 7m,External factor,No,,,,,,,,,,,55.9167,10.2667,HELCOM reporting
2008_0024,Denmark,2008.0,2008-10-14,10:59:00 AM,,Collision,With vessel,minor accident,,,,,,n.i.,,No,0.0,,,,,"NORDTRADER, IMO  7615012, Sweeden",Cargo,Steelfloored Shelterdecker,n.i.,1690,,< 7m,Human factor,No,"O-182 GULDSAND, XP3821, Denmark",Other,Fishing vessel,,"6,9",,n.i.,,,,55.45,10.9833,HELCOM reporting
2008_0025,Denmark,2008.0,2008-10-14,8:52:00 PM,,Grounding,,minor accident,,,,,,n.i.,,No,0.0,,,,,"ADDIL, IMO 9139323, Gibraltar",Cargo,"Coaster, general cargo",Double hull,2876,,< 7m,n.i.,No,,,,,,,,,,,55.45,12.3333,HELCOM reporting
2008_0026,Denmark,2008.0,2008-11-15,5:05:00 AM,,Grounding,,minor accident,,,,,,n.i.,,No,0.0,,,,,"DANA 1, IMO 7310973, Belize",Cargo,"Coaster, general cargo",n.i.,1494,,< 7m,Human factor,n.i.,,,,,,,,,,,54.8333,11.0167,HELCOM reporting
2008_0027,Denmark,2008.0,2008-11-07,2:34:00 PM,,Grounding,,minor accident,,,,,,n.i.,,No,0.0,,,,,"MAGDA D, IMO 8407228, Antigua & Barbuda",Cargo,"Coaster, general cargo",Single hull,1298,,< 7m,External factor,No,,,,,,,,,,,55.2137,12.0167,HELCOM reporting
2008_0028,Denmark,2008.0,2008-11-23,4:19:00 PM,,Grounding,,minor accident,,,,,,n.i.,,No,0.0,,,,,"EMSCARRIER, IMO 9342164, Antigua & Barbuda",Cargo,"Coaster, general cargo",Double hull,4102,,< 7m,Technical factor,Yes,,,,,,,,,,,56.6,10.35,HELCOM reporting
2008_0029,Denmark,2008.0,2008-11-28,6:10:00 AM,,Grounding,,minor accident,,,,,,n.i.,,No,0.0,,,,,"HELA, 6702284, Germany",Cargo,"Coaster, general cargo",Double hull,861,,< 7m,External factor,No,,,,,,,,,,,54.8333,11.0,HELCOM reporting
2008_0030,Denmark,2008.0,2008-12-01,8:15:00 PM,,Collision,With vessel,,,,,,,n.i.,,No,0.0,,,,,"BLUEBIRD, IMO 8027391, Saint Vincent & The Grenadines",Cargo,General cargo,,1115,,n.i.,n.i.,n.i.,"HAGLAND BONA, IMO 9132038, Malta",Cargo,General Cargo,,2456,,,,,,56.5,10.2333,HELCOM reporting
2008_0031,Denmark,2008.0,2008-12-15,12:14:00 AM,,Grounding,,,,,,,,n.i.,,No,0.0,,,,,"VYSOKOGORSK, IMO 8711289, Russia",Cargo,General Cargo,,7095,,n.i.,n.i.,n.i.,,,,,,,,,,,56.4167,10.9333,HELCOM reporting
2008_0032,Sweden,2008.0,2008-04-26,4:20:00 PM,,Grounding,,,,,,,,n.i.,n.i.,No,0.0,,,,Chemicals,"Piltene, V7LN6, Marshall Island",Tanker,Chemical,Double hull,30641,,11-13m,Human factor,No,,,,,,,,,,,57.317,11.667,HELCOM reporting
2008_0033,Estonia,2008.0,2008-02-22,10.42,,Collision,With object,Poor navigation practices and planning,Hard winds,No,Operation of the ship,"There was a crack in the hull plating above the waterline, port side, extending 1050 mm in length and 10 mm in width. Construction of the quay was also slightly damaged",,Yes,Yes,No,0.0,,,,Vehicle cargo,"St.Ola, 7109609, Estonia",Cargo,Passanger/Ro-Ro Cargo ship,,4833,,< 7m,Human factor,No,,,,,,,,,,,58.907,23.422,HELCOM reporting
2008_0034,Estonia,2008.0,2008-08-25,03.37,,Fire,,It may be that the fire was caused by negligence of crew members,,Salvage,,"The fire destroyed the equipment on the navigation bridge, electric cables and the cover of walls and the ceiling",,No,n.i.,No,0.0,,,,Crushed stone in bulk,"Linda, 6715281, Cambodia",Cargo,General Cargo,,1069,,< 7m,Human factor,No,,,,,,,,,,,59.5013,25.0001,HELCOM reporting
2008_0035,Poland,2008.0,2008-12-04,1:06:00 AM,,Other,,the pilot fell down on the slippery deck and fractured his leg while boarding the ship,slippery deck due to morning dew,others (medical),others,others,,No,n.i.,No,0.0,,,,ballast and empty,"British Kestrel, 929735, Isle of Man",Tanker,oil tanker,Double hull,63462,,7-9m,External factor,Yes,,,,,,,,,,,54.406,18.718,HELCOM reporting
2008_0036,Poland,2008.0,2008-08-10,2:36:00 AM,,Collision,With object,damage to the air boom pipe - port facilities,tanker was monoeuvering too close to the jetty and damaged the air boom pipe  due to strong stream of  water coming out from ship's propeller and bowthruster,No,others,others,,No,n.i.,No,0.0,,,,crude oil,"Matternhorn Spirit, 9291262, Bahama",Tanker,oil tanker,Double hull,63694,,13-15m,n.i.,Yes,,,,,,,,,,,54.403,18.722,HELCOM reporting
2008_0037,Finland,2008.0,2008-02-19,7:00:00 AM,,Grounding,,,Master fell asleep under the influence,no,yes,hole in bulb,,No,n.i.,No,0.0,,,,bulk,"Pamela, OJGX, Finland",Cargo,dry bulk,,585,,< 7m,Human factor,No,,,,,,,,,,,60.386,21.167,HELCOM reporting
2008_0038,Finland,2008.0,2008-02-27,1:00:00 PM,,Grounding,,grounding direcly after leaving pilot,,n.i.,n.i.,cracks in hull,,No,n.i.,No,0.0,,,,containers,"OOCL Neviskiy, LXOY, Luxembourg",Cargo,container ship,,9981,,7-9m,Human factor,No,,,,,,,,,,,60.133,25.013,HELCOM reporting
2008_0039,Finland,2008.0,2008-03-06,6:00:00 AM,,Grounding,,,,yes,no,none,,No,n.i.,No,0.0,,,,ballast,"Serena-F, UCWR, Russia",Other,fishing vessel,,1751,,< 7m,Technical factor,No,,,,,,,,,,,59.869,22.436,HELCOM reporting
2008_0040,Finland,2008.0,2008-03-26,8:00:00 AM,,Collision,With vessel,anchor detached due to gale,gale winds,no,no,dents,,No,n.i.,No,0.0,,,,bulk,"Sabina, OJMJ, Finland",Cargo,dry bulk,,2006,,< 7m,External factor,No,"Anna Lehman, V2BC, Antigua & Barbuda",Cargo,dry bulk,,2820,,< 7m,,,,61.133,21.417,HELCOM reporting
2008_0041,Finland,2008.0,2008-03-27,9:00:00 PM,,Fire,,fire in bow thruster room,,no,no,none,,No,n.i.,No,0.0,,,,passengers,"Isabella, OIZD, Finland",Passenger,car ferry,,35154,,< 7m,Technical factor,Exemption certificate,,,,,,,,,,,60.433,22.2,HELCOM reporting
2008_0042,Finland,2008.0,2008-04-07,11:00:00 PM,,Grounding,,in port,,no,no,none,,No,n.i.,No,0.0,,,,"dry cargo, containers","Forte, PEDE, Holland",Other,roro,,3998,,< 7m,Human factor,Yes,,,,,,,,,,,60.461,26.978,HELCOM reporting
2008_0043,Finland,2008.0,2008-07-23,11:00:00 AM,,Fire,,in port,,"yes, fire brigade",no,minor,,No,n.i.,No,0.0,,,,n.i.,"Birka Shipper, OJMD, Finland",Other,roro,,6620,,< 7m,Technical factor,No,,,,,,,,,,,60.461,26.811,HELCOM reporting
2008_0044,Finland,2008.0,2008-08-14,1:00:00 AM,,Grounding,,,strong gale winds,no,no,leak in propulsion packing,,n.i.,n.i.,No,0.0,,,,passengers,"Merisilta, OG-6628, Finland",Passenger,car ferry,,760,,< 7m,External factor,No,,,,,,,,,,,65.017,25.167,HELCOM reporting
2008_0045,Finland,2008.0,2008-10-02,7:00:00 AM,,Collision,With object,in port,near gale winds,no,no,none,,No,n.i.,No,0.0,,,,empty,"Casandra, OITK, Finland",Cargo,dry bulk,,1197,,< 7m,External factor,No,,,,,,,,,,,60.017,23.917,HELCOM reporting
2008_0046,Finland,2008.0,2008-10-05,7:00:00 AM,,Grounding,,while manouvering in port,near gale winds,n.i.,no,none,,No,n.i.,No,0.0,,,,containers,"Inowroclaw, SQKS, Poland",Other,roro,,14786,,7-9m,External factor,No,,,,,,,,,,,60.2,24.95,HELCOM reporting
2008_0047,Finland,2008.0,2008-10-25,5:00:00 PM,,Grounding,,while being towed,near gale winds,yes,no,yes,,No,n.i.,No,0.0,,,,ballast,"Multibrava, -----, Kambodza",Other,barge,,4567,,< 7m,External factor,no,,,,,,,,,,,61.635,21.333,HELCOM reporting
2008_0048,Finland,2008.0,2008-10-30,6:00:00 PM,,Collision,With object,while manouvering in port,gale winds,no,no,tear in hull,,No,n.i.,No,0.0,,,,passengers,"Superfast VII, ESIH, Estonia",Passenger,car ferry,,30285,,< 7m,External factor,no,,,,,,,,,,,60.15,24.917,HELCOM reporting
2008_0049,Finland,2008.0,2008-11-10,3:00:00 AM,,Grounding,,,near gale winds,yes,no,dents and scratches in bottom,,No,n.i.,No,0.0,,,,ballast,"Helga, OJKR, Finland",Cargo,dry bulk,,1391,,< 7m,External factor,No,,,,,,,,,,,60.784,21.297,HELCOM reporting
2008_0050,Finland,2008.0,2008-11-20,1:00:00 AM,,Grounding,,,"current, wind, dense snowfall",,no,,,n.i.,n.i.,No,0.0,,,,n.i.,"Vekara, OITM, Finland",Cargo,dry bulk,,1656,,< 7m,External factor,No,,,,,,,,,,,60.444,27.536,HELCOM reporting
2008_0051,Finland,2008.0,2008-11-22,5:00:00 AM,,Fire,,,,"yes, fire brigade",no,"kitchen, dining area and two cabins damaged",,No,n.i.,No,0.0,,,,bulk,"Lemo, J8B2761, St Vincent & Grenadines",Cargo,dry bulk,,2052,,< 7m,Technical factor,No,,,,,,,,,,,60.386,26.873,HELCOM reporting
2008_0052,Finland,2008.0,2008-06-09,10:00:00 PM,,Grounding,,,,no,n.i.,dents and tears in hull,,No,n.i.,No,0.0,,,,n.i.,"Sabina, OJMJ, Finland",Cargo,dry bulk,,2006,,< 7m,Human factor,No,,,,,,,,,,,60.168,25.833,HELCOM reporting
2008_0053,Germany,2008.0,2008-06-01,2:00:00 AM,,Collision,With vessel,"crossing courses
","insufficient lookout, fatigue, unsatisfying communication",No,"COLREG, STCW",rabble on the shell plate,,No,No,No,0.0,,,,corn,"Artur Becker, Y4IQ, Germany",Other,diving tours,,331,,< 7m,Human factor,no,"Raba, SNBE, Poland",Cargo,Bulk carrier,,1843,,< 7m,Human factor,n.i.,,54.6933,13.25,HELCOM reporting
2008_0054,Germany,2008.0,2008-06-21,10:00:00 PM,,Collision,With vessel,head on courses,"insufficient application of COLREGs, insufficient lookout",Yes,"COLREG, STCW",foundering of RÃ¶de Orm,,No,No,No,0.0,,,"crew immediately rescued, yacht recovered later",no cargo,"Laboe, DJNM, Germany",Passenger,,,266,,7-9m,Human factor,no,"RÃ¶de Orm, Germany",Other,Sailing vessel,,n.i.,,7-9m,Human factor,n.i.,,54.34633,10.1605,HELCOM reporting
2008_0055,Germany,2008.0,2008-10-01,11:19:00 PM,,Collision,With vessel,BELORUS at overtaking has concerned the prow right part of the case of a fodder part of the SUDEROOG case. BELORUS has received insignificant damages,n.i.,no,n.i.,others,,No,n.i.,No,0.0,,,"Damages of a vessel are examined by water police, the sanction to continuation of flight is received",n.i.,"BELORUS, 273316120, Russia Federation",Other,vessel,,n.i.,,n.i.,Human factor,Yes,SUDEROOG,Other,vessel,,n.i.,,n.i.,,,,54.316667,10.133333,HELCOM reporting
2008_0056,Latvia,2008.0,2008-05-04,7:25:00 AM,,Grounding,,,Navigational error,"SAR, evacuation, towing",Routeing,hull+propellers,,No,n.i.,No,0.0,,,,people 1138,"Mona Lisa, 8000314,Bahamas",Passenger,,,28891,,7-9m,Human factor,No,,,,,,,,,,,57.75,21.716,HELCOM reporting
2008_0057,Latvia,2008.0,2008-11-01,5:30:00 AM,,Fire,,Fire in caro hold No 3,Disturbance of safety regulations,Fire fighting,Safety regulations during and after hot-works,Cargo hold No3.,,No,n.i.,No,0.0,,,,only bunkers on board,"New Breeze, 8223397, Malta",Cargo,Reefer,,6584,,< 7m,External factor,No,,,,,,,,,,,57.036,24.079,HELCOM reporting
2008_0058,Lithuania,2008.0,2008-03-06,8:40:00 PM,,Collision,With vessel,Ro-ro vessel was under way to sea in channel of the port of Klaipeda with pilot on board. Just after the speed was reduced to approx. 7 knots and the pilot disembarked inside the port area the ship under the impact of 15 m/s W wind and the current starte,Master of ro-ro cargo was unable to control the new ship in existing conditions. Pilot diesembarked just before the accident occurred.,Yes,Yes,Yes. All three vessels sustained hull damage.,,No,,No,0.0,,,Ro-ro ship and one oil tanker were unable to continue voyages. No people injured.,Oil products,"TOR CORONA, 9357597, United Kingdom",Cargo,Ro-ro,,25609,,< 7m,Human factor,Yes,"ANICHKOV BRIDGE, 9256901, Liberia and VALLE DI NERVION, 9288942, Italy",Tanker,Chemical and Oil tanker and Chemical and Oil tanker,Double hull,27826 and 25063,,11-13m,External factor,n.i.,,55.725,21.097,HELCOM reporting
2008_0059,Lithuania,2008.0,2008-03-08,10:20:00 AM,,Collision,With vessel,"The dredger ""KETO"" just after the entrance to the port changed the course to oposite sithe that was instructed by VTS and by her port side collided with port side of outgoing ship ""ADRIANE"". Both ships sustained minor hull damage. No people injured.","M/v ""KETO"" did not follow the instructions given by port VTS.",No,Yes,Yes,,No,,No,0.0,,,,General cargo,"KETO, 8121044, Germany",Other,Dredger,,2172,,< 7m,Human factor,Yes,"ADRIANE, 7001364 ,Denmark",Cargo,General Cargo Ship,,1371,,< 7m,External factor,n.i.,,55.726,21.087,HELCOM reporting
2008_0060,Poland,2008.0,2008-02-15,6:30:00 PM,,Collision,With vessel,collision with moored floating crane during unmooring manoeuvers from berth,,others,operation fo the ship,others,,No,n.i.,No,0.0,,,,bulk,"Semyon Morozov, 7529639, Russia",Cargo,general cargo,,2466,,< 7m,n.i.,Yes,DP-15,Other,floating crane power driven,,911,,< 7m,,n.i.,,54.39,18.67,HELCOM reporting
2008_0061,Poland,2008.0,2008-02-27,8:10:00 PM,,Collision,With object,collision with bollard,"heavy weather conditions, wind 8-10ÂºB",others,others,others,,No,n.i.,No,0.0,,,,vehicles,"City of Amsterdam, 9174751, UK",Cargo,car carrier ro-ro,,9950,,< 7m,External factor,Yes,,,,,,,,,,,54.407,18.656,HELCOM reporting
2008_0062,Poland,2008.0,2008-05-02,6:30:00 PM,,Collision,With vessel,collision when the ships were sailing opposite courses,,others,"operation of the ship, speed limits",others,,No,n.i.,No,0.0,,,,people,"Viking III, 42023, Poland",Passenger,passenger,,98,,< 7m,Human factor,Exemption certificate,"Opal, 7911272, Poland",Passenger,"passenger, domestic voyages",,575,,< 7m,n.i.,n.i.,,54.356,18.666,HELCOM reporting
2008_0063,Poland,2008.0,2008-07-04,6:00:00 PM,,Collision,With object,heavy stream of water behind working tugs' propellers pushed  the pax v/l under the way towards the quay,,others,"operation of the ship, speed limits",others,,No,n.i.,No,0.0,,,,people,"Opal, 7911272, Poland",Passenger,"passengers, domestic voyages",,575,,< 7m,Human factor,Exemption certificate,,,,,,,,,,,54.376,18.662,HELCOM reporting
2008_0064,Poland,2008.0,2008-08-28,2:50:00 PM,,Collision,With object,damage to the fender no. 46 located on the Westerplatte quay  in Gdansk,,No,others,others,,No,n.i.,No,0.0,,,,other,"Magdalena, 8302234, Malta",Cargo,general cargo,,11574,,< 7m,n.i.,Yes,,,,,,,,,,,54.405,18.672,HELCOM reporting
2008_0065,Poland,2008.0,2008-10-06,12:55:00 PM,,Collision,With vessel,,,others,operation of the ship,others,,n.i.,n.i.,No,0.0,,,,people,"Oceania, 8304854, Poland",Other,saling&power driven yacht,,370,,< 7m,Human factor,Exemption certificate,"Ocean Ace, 8300418, Panama",Cargo,ro-ro car carier,,43684,,< 7m,n.i.,n.i.,,54.405,18.668,HELCOM reporting
2008_0066,Poland,2008.0,2008-10-17,7:40:00 AM,,Other,,,,,others,total loss,,n.i.,n.i.,No,0.0,,,,people,"Rozgwiazda, Reg.No:510021, Poland",Other,dredger v/l,,747,,< 7m,n.i.,No,,,,,,,,,,,54.365,15.745,HELCOM reporting
2008_0067,Poland,2008.0,2008-10-24,8:50:00 PM,,Grounding,,,,SAR and Salvage,others,Damage to hull,,No,No,No,0.0,,,,people,"Champion, Poland",Other,sailing yacht,,,,< 7m,Human factor,No,,,,,,,,,,,54.592,18.81,HELCOM reporting
2008_0068,Poland,2008.0,2008-11-25,5:10:00 PM,,Collision,With object,vessel collided with berth due failure of pitch propeller,propeller pitch stucked in possision 'astern'. Vessel collided with berth caused severe damage to the berth and ship's hull in aft part.,Towing,,Hull damage with perforation,,No,n.i.,No,0.0,,,,loaded containers,"Maria Schepers,  8818879, Antigua",Cargo,container vessel,,2749,,< 7m,Technical factor,Yes,,,,,,,,,,,54.545,18.51,HELCOM reporting
2008_0069,Poland,2008.0,2008-12-20,10:40:00 AM,,Collision,With vessel,collision between casting off v/l with moored v/l,Wilson Reef was leaving the berth and did not keep the proper distance from moored v/l so touched v/l beacause of SSW 4-5ÂºB winds,others,others,others,,No,n.i.,No,0.0,,,,other,"Wilson Reef, 7382665, Malta",Cargo,bulk carier,,3883,,< 7m,n.i.,Yes,"Indian, 7359149, Norway",Cargo,general cargo,,1920,,< 7m,n.i.,n.i.,,54.388,18.673,HELCOM reporting
2008_0070,Russia,2008.0,2008-06-20,9:25:00 PM,,Collision,With vessel and object,The tanker has piled on the mooring ends of the ice breaker. The prow mast of the tanker has fallen at impact. The sailor motor-mechanic Spasov N.D. was lost,The main engine has given up,n.i.,n.i.,lives (1),,No,n.i.,No,0.0,,,n.i.,n.i.,"KAPITAN DANILOV, 273128000, Russia Federation",Tanker,oil,n.i.,n.i.,,n.i.,Technical factor,n.i.,"ERMAK, Russia Federation",Other,ice-breaker,,n.i.,,n.i.,,,,59.95,30.316667,HELCOM reporting
2008_0071,Poland,2008.0,2008-01-10,2:30:00 PM,,Collision,With vessel,,,No,Operation of the ship,Damage of barge construction and the,,n.i.,n.i.,No,0.0,,,,n.a.,"Ann Rousing, 9037903, Denmark",Cargo,cargo/containers/heavy lifts,,2326,,< 7m,Human factor,Yes,"BA-MSR-8, Poland",Other,storage barge,,n.i.,,< 7m,n.i.,n.i.,"Admistrative investigation carried out,",53.891,14.271,HELCOM reporting
2008_0072,Poland,2008.0,2008-07-09,7:25:00 PM,,Collision,With object,low technical status of ship's and berth fenders,,No,operation of the ship,Damage of the wharf fender,,n.i.,n.i.,No,0.0,,,,passengers,"Galileusz,  9019078, Cyprus",Passenger,ferry(passengers/vehicles),,15848,,< 7m,Other factor,Exemption certificate,,,,,,,,,,Maritime Court process in progress,53.902,14.259,HELCOM reporting
2008_0073,Poland,2008.0,2008-08-22,6:55:00 PM,,Other,,,"passenger has jumped over board, suicide intentions suspected",No,N/a,No,,n.i.,n.i.,No,0.0,,,,passengers,"Galileusz, 9019078, Cyprus",Passenger,ferry(passengers/vehicles),,15848,,< 7m,Other factor,Exemption certificate,,,,,,,,,,"Police, prosecutor and Maritime Court investigations in progress",53.904,14.26,HELCOM reporting
2008_0074,Poland,2008.0,2008-10-13,2:22:00 PM,,Grounding,,fault of steering system operation,,Need of assistance,No,No,,n.i.,n.i.,No,0.0,,,,rapeseed,"Mistral, 6617855, Antigua",Cargo,bulk carrier,,1064,,< 7m,Human factor,Yes,,,,,,,,,,Maritime Court investigation in progress,53.845,14.29,HELCOM reporting
2008_0075,Poland,2008.0,2008-11-17,4:50:00 AM,,Grounding,,"night time, bad wether conditions",,Need of assistance,No,No,,n.i.,n.i.,No,0.0,,,,passengers/,"KarsibÃ³r I, Reg. No:670194, Poland",Other,harbour ferry,,1442,,< 7m,Human factor,Exemption certificate,,,,,,,,,,Maritime Court investigation in progress,53.861,14.285,HELCOM reporting
2008_0076,Russia,2008.0,2008-01-13,1:00:00 PM,,Other,,120 littres in hour. Petrol collects in capacity,n.i.,No,No,leakage,,No,n.i.,No,0.0,,,prevention of pollution,petrol,"BALTIYSK, Russia Federation",Other,vessel,,n.i.,,n.i.,Technical factor,Yes,,,,,,,,,,Outflow is eliminated,54.65,19.916667,HELCOM reporting
2008_0077,Russia,2008.0,2008-02-11,3:25:00 AM,,Grounding,,Bad visibility (fog),n.i.,others,No,No,,No,n.i.,No,0.0,,,"to get a ship off by ""BaltBASU"" tows (13.02.2008, 18.30)",ballast,"KHANNY TEREZA, Danmark",Other,vessel,,n.i.,,< 7m,External factor,Yes,,,,,,,,,,It is anchored in water area of port Vyborg (19.20) for diving survey,60.64,28.58,HELCOM reporting
2008_0078,Russia,2008.0,2008-06-05,2:43:00 PM,,Fire,,Explosion has occured at performance of gas-welding works in fodder part of a vessel tank. The fire has arisen,n.i.,others,n.i.,lives (10),,No,n.i.,No,0.0,,,"There is fire extinguishing, search and rescuing of people",No,"ENISEY, Russia Federation",Other,vessel,,n.i.,,n.i.,Human factor,Yes,,,,,,,,,,"Was lost 9 person, was disappeared without a trace - 1",54.65,19.916667,HELCOM reporting
2008_0079,Russia,2008.0,2008-06-11,10:45:00 PM,,Other,,"The second assistant to the captain has died for the unknown reason, 44 years old",n.i.,n.i.,n.i.,lives (1),,No,n.i.,No,0.0,,,n.i.,n.i.,"VASILIY POLISCHUK, Russia Federation",Other,vessel,,n.i.,,n.i.,n.i.,n.i.,,,,,,,,,,,59.95,30.316667,HELCOM reporting
2008_0080,Russia,2008.0,2008-07-04,3:30:00 AM,,Fire,,"The vessel has been inhibited, was without crew in port",,others,n.i.,others,,No,No,No,0.0,,,The fire is extinguished,No,"PHLORA, Russia Federation",Other,vessel,,n.i.,,n.i.,n.i.,No,,,,,,,,,,The fire is noticed from passing by vessel,54.716667,20.5,HELCOM reporting
2008_0081,Russia,2008.0,2008-10-02,7:45:00 PM,,Collision,With vessel,Barge put on a motor-launch,n.i.,no,n.i.,others,,No,n.i.,No,0.0,,,Inspection is made,other,"BM-6, Russia Federation",Other,motor-launch,,n.i.,,n.i.,n.i.,Yes,"ORION, Finland",Other,barge,,n.i.,,n.i.,,,The case of a motor-launch is damaged,59.95,30.316667,HELCOM reporting
2008_0082,Russia,2008.0,2008-10-28,9:27:00 PM,,Grounding,,Two prow tanks are sank. The crew has not suffered,"Wind 240, rough 3-4 ball","salvage, others",n.i.,others,,No,n.i.,No,0.0,,,Fuel and slops waters are removed aboard the barge,other,"LOTOS, 273319520, Russia Federation",Other,vessel,,n.i.,,n.i.,n.i.,Yes,,,,,,,,,,The help in rescuing is rendered by saving service of Finland,59.965,26.678333,HELCOM reporting
2008_0083,Russia,2008.0,2008-11-03,12:20:00 AM,,Other,,The vessel has lost a towed pontoon during storm weather and has reeled up the towing end on the screw near port Ust'-Luga buoy,n.i.,"towing, other",n.i.,others,,No,n.i.,No,0.0,,,"The vessel is towed off in Ust'-Luga port, the pontoon is found",other,"MALYISH, Russia Federation",Other,vessel,,n.i.,,n.i.,External factor,Yes,,,,,,,,,,,59.948333,28.828333,HELCOM reporting
2008_0084,Russia,2008.0,2008-11-19,1:00:00 AM,,Grounding,,Motor-launch has broken with mooring from a board of the ice breaker IVAN KRUZENSHTERN and drifted on a shallow,Blast,"salvaging, towing",n.i.,others,,No,n.i.,No,0.0,,,The motor-launch has no damages,n.i.,"LOTSMAN-2, 273444410, Russia Federation",Other,motor-launch,,n.i.,,n.i.,External factor,Yes,,,,,,,,,,,59.95,30.316667,HELCOM reporting
2008_0085,Sweden,2008.0,2008-01-05,6:42:00 AM,,Grounding,,,,,,,,n.i.,n.i.,No,0.0,,,,Ballast,"Siegfried Lehmann, XYKP, Myanmar",Cargo,General cargo,,2225,,< 7m,Human factor,Yes,,,,,,,,,,,60.217,18.717,HELCOM reporting
2008_0086,Sweden,2008.0,2008-09-08,11:45:00 AM,,Grounding,,,,Lightering,,Leakage,,n.i.,,No,0.0,,,,Sawn timber,"Noren, SHZT, Sweden",Cargo,General cargo,,4483,,< 7m,Human factor,No,,,,,,,,,,,55.49,12.8,HELCOM reporting
2008_0087,Sweden,2008.0,2008-02-15,2:30:00 PM,,Fire,,Fire after welding in drydock,,,,,,n.i.,n.i.,No,0.0,,,,Ballast,"Transmaple, SLCH, Sweden",Cargo,Papercarrier,,13533,,7-9m,Other factor,No,,,,,,,,,,,55.833,12.817,HELCOM reporting
2008_0088,Sweden,2008.0,2008-03-06,12:40:00 PM,,Collision,With object,,,,,,,n.i.,n.i.,No,0.0,,,,Ballast,"Vita, UIVR, Russia",Cargo,General cargo,,2406,,< 7m,Human factor,Yes,,,,,,,,,,,56.133,14.85,HELCOM reporting
2008_0089,Sweden,2008.0,2008-04-03,2:05:00 AM,,Grounding,,,,,,,,n.i.,n.i.,No,0.0,,,,Containers,"Trans Agila, V2DB, Antigua",Cargo,Container,,2997,,< 7m,Human factor,Exemption certificate,,,,,,,,,,,57.267,16.483,HELCOM reporting
2008_0090,Sweden,2008.0,2008-04-24,6:15:00 PM,,Grounding,,,,,,,,n.i.,,No,0.0,,,,Bulk,"Feed Halten, V2PU4, Antigua",Cargo,Bulk,,1999,,< 7m,Other factor,Yes,,,,,,,,,,,57.1,12.233,HELCOM reporting
2008_0091,Sweden,2008.0,2008-07-23,2:28:00 AM,,Grounding,,,,,,Leakage,,n.i.,,No,0.0,,,,Bulk,"Vinga, SJAN, Sweden",Cargo,Bulk,,1097,,< 7m,Technical factor,Exemption certificate,,,,,,,,,,,58.817,17.733,HELCOM reporting
2008_0092,Sweden,2008.0,2008-05-23,2:20:00 PM,,Grounding,,,,,,,,n.i.,,No,0.0,,,,n.i,"Helenic, PHNX, Holland",Cargo,General cargo,,2281,,< 7m,Human factor,No,,,,,,,,,,,55.667,17.133,HELCOM reporting
